@relation aux
@attribute climbRate numeric
@attribute Sgz numeric
@attribute p numeric
@attribute q numeric
@attribute curPitch numeric
@attribute curRoll numeric
@attribute absRoll numeric
@attribute diffClb numeric
@attribute diffRollRate numeric
@attribute diffDiffClb numeric
@attribute SeTime1 numeric
@attribute SeTime2 numeric
@attribute SeTime3 numeric
@attribute SeTime4 numeric
@attribute SeTime5 numeric
@attribute SeTime6 numeric
@attribute SeTime7 numeric
@attribute SeTime8 numeric
@attribute SeTime9 numeric
@attribute SeTime10 numeric
@attribute SeTime11 numeric
@attribute SeTime12 numeric
@attribute SeTime13 numeric
@attribute SeTime14 numeric
@attribute diffSeTime1 numeric
@attribute diffSeTime2 numeric
@attribute diffSeTime3 numeric
@attribute diffSeTime4 numeric
@attribute diffSeTime5 numeric
@attribute diffSeTime6 numeric
@attribute diffSeTime7 numeric
@attribute diffSeTime8 numeric
@attribute diffSeTime9 numeric
@attribute diffSeTime10 numeric
@attribute diffSeTime11 numeric
@attribute diffSeTime12 numeric
@attribute diffSeTime13 numeric
@attribute diffSeTime14 numeric
@attribute alpha numeric
@attribute Se numeric
@attribute class {'1','2'}
@data
218,-57,0.03,-0.09,0.26,1.3,-6,8,-0.006,0.3,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'2'
291,-42,-0.09,0.06,0.26,1.2,-6,-12,-0.004,1.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
112,-34,-0.18,0.05,0.4,0.9,-6,-5,-0.005,-0.4,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,-0.002,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
78,-32,-0.21,0.04,0.43,0.7,-6,-4,-0.004,-0.1,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.017,0.017,0.017,0.017,0.018,0,0,0,0,0,0,0,0,-0.003,0,0,0,-0.002,0,0.5,0.018,'2'
286,-22,-0.23,-0.03,0.21,-0.4,-7,5,0.008,-0.4,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'2'
338,-17,-0.15,-0.04,0.16,-0.5,-7,5,0.008,-0.1,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0.001,0,0,0,0.001,0,0,0,0,0,0.5,0.016,'2'
252,-3,0.07,0.09,0.28,-0.7,-8,-7,0.011,-0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
-296,-7,0.07,0.05,0.77,0.5,-6,-5,-0.004,-0.5,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
-244,-21,-0.17,-0.08,0.66,0.5,-7,14,-0.013,-0.7,0.015,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.015,0.015,0.015,0.015,0.015,0.001,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.4,0.015,'2'
277,-7,0.05,-0.09,0.21,-0.6,-8,4,0.009,2,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'2'
252,14,0.02,0.06,0.27,-0.2,-7,-6,-0.007,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
139,23,0.02,0.03,0.36,-0.3,-7,-3,0.006,-0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
105,27,0.12,0.14,0.42,-0.2,-7,-6,0.005,-1.9,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
-119,25,0.09,0.05,0.6,0.5,-7,-5,-0.004,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
-134,24,0.08,0.05,0.62,0.5,-6,-5,-0.004,0,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.002,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
-197,19,-0.09,-0.02,0.65,0.6,-6,1,-0.012,0.8,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
-198,2,0.09,0.02,0.66,-0.1,-7,-1,0.009,-0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.5,0.017,'2'
-47,-6,0.23,-0.03,0.51,0.6,-6,4,0.001,-0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'2'
-73,-5,0.02,0.08,0.58,1.3,-6,-12,-0.007,0.9,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,'2'
-145,-17,-0.12,-0.02,0.6,1,-6,3,-0.002,-0.2,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,-0.003,0,0,0,0,0,0.5,0.016,'2'
170,-17,-0.23,0.12,0.31,0.6,-6,9,-0.006,-2.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.4,0.018,'2'
-162,-20,-0.19,-0.05,0.58,-0.5,-7,15,0.004,-0.9,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,'2'
130,-20,0.13,-0.04,0.35,-0.7,-8,6,0.009,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0.5,0.016,'2'
90,-17,0.25,0.06,0.43,-0.5,-7,-10,0.007,0.9,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
29,-16,0.25,0.14,0.5,-0.3,-7,-10,-0.006,-1.1,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,'2'
-75,-29,-0.27,0.01,0.55,-0.5,-7,1,-0.005,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
-1,-32,-0.2,-0.02,0.47,-1.2,-8,4,0.008,-0.3,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'2'
101,-28,-0.09,0.01,0.39,-1.6,-8,2,-0.002,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
18,-24,0.14,0.09,0.49,-1.7,-9,-7,0.014,-0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
-199,-27,0.25,0.13,0.71,-1,-8,-14,-0.01,0.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.019,0,0,0,0,0,0,0,0,0,0,-0.002,0,-0.003,0,0.5,0.019,'2'
-106,-34,0.18,-0.02,0.56,-0.5,-7,4,0.002,-0.1,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.5,0.016,'2'
62,-36,0.17,-0.07,0.4,0.1,-7,7,-0.005,0.1,0.017,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,-0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'2'
125,-31,0.11,0.14,0.42,0.3,-7,-13,-0.002,-1.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
1,-30,0.1,0.1,0.52,0.5,-7,-10,0.001,-0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0.5,0.018,'1'
-147,-32,0.16,0.12,0.65,0.7,-6,-10,-0.006,-0.4,0.016,0.017,0.017,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.002,0,-0.003,0,0,0,0,0,0,0,0.001,0,0,0,0.5,0.019,'2'
-239,-43,-0.34,-0.04,0.66,0.5,-7,11,-0.019,-1.7,0.014,0.014,0.014,0.014,0.014,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,-0.002,0,0,0,-0.001,0,0,0,0,0,0.4,0.015,'2'
-52,-47,-0.54,-0.08,0.47,-0.3,-7,18,-0.008,-0.3,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,-0.001,0,0,0,0,0,0,0,-0.001,0,0.001,0,-0.001,0,0.4,0.015,'2'
210,-44,-0.27,-0.11,0.24,-1.3,-8,14,0.018,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.016,0.016,0.015,0,0,0,0,0,0,0,0,0,0,0.003,0,0.001,0,0.4,0.015,'2'
-72,-44,0.19,-0.11,0.5,-1.1,-8,11,0.004,1.5,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,'2'
124,-43,0.28,0.02,0.35,-0.7,-8,7,0.006,-1.6,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'2'
211,-34,0.27,0.15,0.3,0.4,-7,0,-0.008,-1.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.5,0.019,'1'
-66,-32,0.12,0.14,0.6,0.7,-6,-17,-0.017,0.1,0.017,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,'2'
-307,-38,-0.26,-0.13,0.75,0.6,-6,-1,-0.017,3.7,0.014,0.014,0.014,0.014,0.014,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.016,0,0,0,0,-0.002,0,0,0,0,0,0,0,-0.002,0,0.5,0.016,'2'
-82,-44,-0.45,-0.11,0.5,-0.2,-7,15,0.007,-0.9,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0,0,0.4,0.014,'2'
233,-42,-0.23,-0.1,0.21,-0.8,-8,17,0.003,-0.8,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.4,0.015,'2'
264,-41,-0.24,-0.08,0.19,-0.8,-8,15,-0.003,-1.2,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.015,0.015,0.015,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.4,0.015,'2'
342,-37,-0.27,-0.01,0.16,-1,-8,5,-0.005,-1.3,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0.001,0,0.001,0,0.001,0,0,0,0,0,0.5,0.016,'2'
296,-27,-0.3,0.1,0.27,-1.5,-8,-17,0.004,0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0,0,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0.5,0.019,'2'
106,-18,0.17,0.03,0.39,-1.8,-9,-2,0.014,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
101,-16,0.3,0.03,0.39,-1.5,-8,-1,0.013,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
60,-14,0.34,0.08,0.45,-1,-8,-6,-0.01,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
-37,-14,0.13,0.02,0.51,-0.4,-7,0,-0.007,-0.5,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
-62,-16,0.07,0.04,0.55,-0.2,-7,-6,0.001,0.3,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
122,-25,-0.2,-0.1,0.32,-0.5,-7,12,-0.001,-0.4,0.016,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,'2'
226,-23,-0.2,-0.11,0.23,-0.7,-8,14,0,0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.015,0.015,0.015,0.015,0.015,0,0,0,0,-0.001,0,0.001,0,0.001,0,0,0,0,0,0.4,0.015,'2'
280,-21,-0.2,-0.11,0.18,-0.7,-8,13,0,-0.2,0.02,0.019,0.019,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.015,0.001,0,0.003,0,0,0,0,0,-0.001,0,0.001,0,0.001,0,0.4,0.015,'2'
194,-11,-0.04,0.2,0.4,-1,-8,-29,0.01,0.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,'2'
-258,-13,0.17,0.08,0.73,-0.8,-8,-5,0.007,0.9,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
-300,-16,0.21,0.12,0.79,-0.7,-8,-10,0.006,-0.8,0.016,0.016,0.016,0.016,0.016,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,-0.003,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
218,-58,-0.24,-0.03,0.24,-0.4,-7,14,-0.007,-3,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,'2'
257,-22,-0.15,0.13,0.29,-1.8,-9,-12,0.004,-0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,'2'
1,-17,0.05,0.11,0.51,-2,-9,-9,0.011,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
40,-22,0.44,-0.06,0.41,-0.9,-8,11,0.006,-0.8,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,'2'
158,-20,0.5,-0.08,0.3,-0.3,-7,10,0.004,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0.016,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0.4,0.015,'2'
-19,-12,0.34,0.13,0.54,1.3,-6,-14,-0.012,-0.4,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,'1'
-146,-13,0.23,0.12,0.65,1.6,-5,-13,-0.012,0,0.016,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.019,0.019,0.019,-0.002,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0.5,0.019,'2'
-226,-19,-0.15,-0.15,0.65,1.7,-5,5,-0.024,3,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.015,'2'
217,-17,0.14,-0.04,0.26,-0.7,-8,5,0.012,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.5,0.016,'2'
99,-13,-0.07,-0.11,0.35,0.7,-6,11,-0.008,0.3,0.017,0.016,0.016,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,'2'
255,-9,-0.17,0.08,0.23,0.6,-6,7,-0.009,-2.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.017,0,0,0,0,0,0,0,0,0,0,0.001,0,0.002,0,0.4,0.017,'2'
-195,-9,-0.17,0.11,0.69,-0.3,-7,-10,0.008,-0.6,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.018,0.018,0.018,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0.5,0.018,'2'
36,-28,0.12,-0.01,0.44,0.4,-7,2,-0.002,-0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'2'
75,-22,-0.14,0.01,0.41,0.5,-6,0,-0.006,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
43,-18,-0.06,0.04,0.45,0.1,-7,-3,0.007,-0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
-214,-26,-0.26,0.02,0.67,-0.4,-7,-2,-0.008,0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
-152,-38,-0.11,-0.03,0.6,-1.4,-8,4,0.012,0.1,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.015,0.015,0.016,0,0,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0.5,0.016,'2'
213,-35,0.08,-0.05,0.26,-1.2,-8,7,0,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.016,0,0,-0.001,0,0,0,0,0,0,0,0.001,0,0.003,0,0.5,0.016,'2'
253,-37,0.29,0.08,0.21,-0.4,-7,16,0.001,-2.9,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.016,'2'
254,-23,0.1,0.03,0.25,0.5,-7,-2,-0.012,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.5,0.017,'2'
132,-17,-0.14,0.11,0.39,0.5,-7,-10,-0.018,-0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.5,0.018,'2'
-60,-14,-0.27,0.1,0.56,-0.5,-7,-11,0.01,0.1,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.016,0.016,0.017,0.017,0.018,0.018,0.018,-0.001,0,0,0,0,0,-0.002,0,-0.002,0,-0.002,0,0,0,0.5,0.018,'2'
6,-17,-0.08,-0.08,0.43,-0.8,-8,10,0.014,-0.5,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,'2'
95,-12,0.25,0.06,0.42,-0.6,-7,-11,0.009,1.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
-121,-12,0.38,0.12,0.62,0.3,-7,-12,-0.001,-0.3,0.015,0.015,0.015,0.015,0.015,0.016,0.016,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,-0.002,0,-0.003,0,0,0,0,0,0,0,0.5,0.018,'2'
-74,-19,0.25,-0.05,0.52,1.4,-6,7,-0.01,0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,'2'
16,-20,0.03,0.21,0.49,1.6,-5,-5,-0.023,-4.6,0.016,0.016,0.016,0.016,0.016,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,-0.003,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
-72,-24,-0.36,0.01,0.54,0.7,-6,0,-0.003,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
-52,-28,-0.31,-0.06,0.48,-0.5,-7,12,0.004,-0.2,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,'2'
205,-25,-0.05,-0.08,0.25,-1,-8,10,0.013,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0.001,0,0.003,0,0,0,0.4,0.015,'2'
-494,-31,0.19,-0.06,0.97,-0.4,-7,-17,0.002,1.7,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.016,0,0,0,0,0,0,0,0,-0.002,0,0,0,-0.002,0,0.5,0.016,'2'
499,-41,0.03,0.42,0.05,0.6,-6,2,-0.008,-8.8,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,'2'
194,-33,-0.08,0.21,0.36,0.5,-6,-18,-0.007,-0.7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,'2'
-233,-36,-0.19,-0.07,0.65,0.1,-7,8,0.006,2.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.016,'2'
-16,-18,0.18,0.11,0.53,0.6,-6,-12,0,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,'2'
-45,-33,-0.14,0.02,0.5,0.9,-6,5,-0.004,-0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
74,-34,-0.18,-0.28,0.32,0.5,-7,21,-0.001,3,0.015,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.013,'2'
496,-7,-0.18,0.02,0.02,-0.3,-7,0,0,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
497,2,-0.18,0.02,0.02,-0.5,-7,0,0.001,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0.5,0.017,'2'
165,22,0.02,0.05,0.33,-1.1,-8,-4,0.011,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,'2'
